hb,cancer_site,sex,year,incidences_all_ages,hb_name
S08000029,Rectum and rectosigmoid junction,All,2006,69,Fife
S08000029,Rectum and rectosigmoid junction,All,2007,99,Fife
S08000029,Rectum and rectosigmoid junction,All,2008,78,Fife
S08000029,Rectum and rectosigmoid junction,All,2009,82,Fife
S08000029,Rectum and rectosigmoid junction,All,2010,109,Fife
S08000029,Rectum and rectosigmoid junction,All,2011,91,Fife
S08000029,Rectum and rectosigmoid junction,All,2012,84,Fife
S08000029,Rectum and rectosigmoid junction,All,2013,83,Fife
S08000029,Rectum and rectosigmoid junction,All,2014,91,Fife
S08000029,Rectum and rectosigmoid junction,All,2015,60,Fife
S08000029,Rectum and rectosigmoid junction,All,2016,78,Fife
S08000029,Rectum and rectosigmoid junction,All,2017,73,Fife
S08000029,Rectum and rectosigmoid junction,All,2018,87,Fife
S08000029,Rectum and rectosigmoid junction,All,2019,86,Fife
S08000029,Rectum and rectosigmoid junction,All,2020,73,Fife
S08000029,Rectum and rectosigmoid junction,All,2021,73,Fife
S08000029,Rectum and rectosigmoid junction,Male,1997,49,Fife
S08000029,Rectum and rectosigmoid junction,Male,1998,60,Fife
S08000029,Rectum and rectosigmoid junction,Male,1999,48,Fife
S08000029,Rectum and rectosigmoid junction,Male,2000,65,Fife
S08000029,Rectum and rectosigmoid junction,Male,2001,56,Fife
S08000029,Rectum and rectosigmoid junction,Male,2002,42,Fife
S08000029,Rectum and rectosigmoid junction,Male,2003,53,Fife
S08000029,Rectum and rectosigmoid junction,Male,2004,52,Fife
S08000029,Rectum and rectosigmoid junction,Male,2005,42,Fife
S08000029,Rectum and rectosigmoid junction,Male,2006,39,Fife
S08000029,Rectum and rectosigmoid junction,Male,2007,63,Fife
S08000029,Rectum and rectosigmoid junction,Male,2008,45,Fife
S08000029,Rectum and rectosigmoid junction,Male,2009,46,Fife
S08000029,Rectum and rectosigmoid junction,Male,2010,67,Fife
S08000029,Rectum and rectosigmoid junction,Male,2011,56,Fife
S08000029,Rectum and rectosigmoid junction,Male,2012,53,Fife
S08000029,Rectum and rectosigmoid junction,Male,2013,49,Fife
S08000029,Rectum and rectosigmoid junction,Male,2014,58,Fife
S08000029,Rectum and rectosigmoid junction,Male,2015,37,Fife
S08000029,Rectum and rectosigmoid junction,Male,2016,48,Fife
S08000029,Rectum and rectosigmoid junction,Male,2017,48,Fife
S08000029,Rectum and rectosigmoid junction,Male,2018,45,Fife
S08000029,Rectum and rectosigmoid junction,Male,2019,52,Fife
S08000029,Rectum and rectosigmoid junction,Male,2020,47,Fife
S08000029,Rectum and rectosigmoid junction,Male,2021,44,Fife
S08000029,Rectum and rectosigmoid junction,Females,1997,32,Fife
S08000029,Rectum and rectosigmoid junction,Females,1998,29,Fife
S08000029,Rectum and rectosigmoid junction,Females,1999,31,Fife
S08000029,Rectum and rectosigmoid junction,Females,2000,29,Fife
S08000029,Rectum and rectosigmoid junction,Females,2001,32,Fife
S08000029,Rectum and rectosigmoid junction,Females,2002,30,Fife
S08000029,Rectum and rectosigmoid junction,Females,2003,29,Fife
S08000029,Rectum and rectosigmoid junction,Females,2004,35,Fife
S08000029,Rectum and rectosigmoid junction,Females,2005,42,Fife
S08000029,Rectum and rectosigmoid junction,Females,2006,30,Fife
S08000029,Rectum and rectosigmoid junction,Females,2007,36,Fife
S08000029,Rectum and rectosigmoid junction,Females,2008,33,Fife
S08000029,Rectum and rectosigmoid junction,Females,2009,36,Fife
S08000029,Rectum and rectosigmoid junction,Females,2010,42,Fife
S08000029,Rectum and rectosigmoid junction,Females,2011,35,Fife
S08000029,Rectum and rectosigmoid junction,Females,2012,31,Fife
S08000029,Rectum and rectosigmoid junction,Females,2013,34,Fife
S08000029,Rectum and rectosigmoid junction,Females,2014,33,Fife
S08000029,Rectum and rectosigmoid junction,Females,2015,23,Fife
S08000029,Rectum and rectosigmoid junction,Females,2016,30,Fife
S08000029,Rectum and rectosigmoid junction,Females,2017,25,Fife
S08000029,Rectum and rectosigmoid junction,Females,2018,42,Fife
S08000029,Rectum and rectosigmoid junction,Females,2019,34,Fife
S08000029,Rectum and rectosigmoid junction,Females,2020,26,Fife
S08000029,Rectum and rectosigmoid junction,Females,2021,29,Fife
S08000029,Cervix uteri,Females,1997,25,Fife
S08000029,Cervix uteri,Females,1998,28,Fife
S08000029,Cervix uteri,Females,1999,21,Fife
S08000029,Cervix uteri,Females,2000,15,Fife
S08000029,Cervix uteri,Females,2001,14,Fife
S08000029,Cervix uteri,Females,2002,25,Fife
S08000029,Cervix uteri,Females,2003,17,Fife
S08000029,Cervix uteri,Females,2004,15,Fife
S08000029,Cervix uteri,Females,2005,20,Fife
S08000029,Cervix uteri,Females,2006,18,Fife
S08000029,Cervix uteri,Females,2007,20,Fife
S08000029,Cervix uteri,Females,2008,18,Fife
S08000029,Cervix uteri,Females,2009,20,Fife
S08000029,Cervix uteri,Females,2010,19,Fife
S08000029,Cervix uteri,Females,2011,24,Fife
S08000029,Cervix uteri,Females,2012,18,Fife
S08000029,Cervix uteri,Females,2013,26,Fife
S08000029,Cervix uteri,Females,2014,26,Fife
S08000029,Cervix uteri,Females,2015,27,Fife
S08000029,Cervix uteri,Females,2016,27,Fife
S08000029,Cervix uteri,Females,2017,19,Fife
S08000029,Cervix uteri,Females,2018,27,Fife
S08000029,Cervix uteri,Females,2019,20,Fife
S08000029,Cervix uteri,Females,2020,18,Fife
S08000029,Cervix uteri,Females,2021,22,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,1997,57,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,1998,40,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,1999,174,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2000,179,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2001,153,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2002,172,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2003,185,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2004,165,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2005,159,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2006,175,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2007,121,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2008,151,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2009,154,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2010,121,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2011,162,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2012,122,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2013,149,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2014,189,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2015,169,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2016,177,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2017,128,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2018,102,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2019,113,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2020,68,Fife
S08000029,Carcinoma in situ of the cervix uteri,Females,2021,102,Fife
S08000029,Corpus uteri,Females,1997,32,Fife
S08000029,Corpus uteri,Females,1998,35,Fife
S08000029,Corpus uteri,Females,1999,37,Fife
S08000029,Corpus uteri,Females,2000,45,Fife
S08000029,Corpus uteri,Females,2001,47,Fife
S08000029,Corpus uteri,Females,2002,34,Fife
S08000029,Corpus uteri,Females,2003,42,Fife
S08000029,Corpus uteri,Females,2004,31,Fife
S08000029,Corpus uteri,Females,2005,43,Fife
S08000029,Corpus uteri,Females,2006,41,Fife
S08000029,Corpus uteri,Females,2007,47,Fife
S08000029,Corpus uteri,Females,2008,55,Fife
S08000029,Corpus uteri,Females,2009,39,Fife
S08000029,Corpus uteri,Females,2010,34,Fife
S08000029,Corpus uteri,Females,2011,40,Fife
S08000029,Corpus uteri,Females,2012,50,Fife
S08000029,Corpus uteri,Females,2013,51,Fife
S08000029,Corpus uteri,Females,2014,60,Fife
S08000029,Corpus uteri,Females,2015,51,Fife
S08000029,Corpus uteri,Females,2016,58,Fife
S08000029,Corpus uteri,Females,2017,67,Fife
S08000029,Corpus uteri,Females,2018,74,Fife
S08000029,Corpus uteri,Females,2019,62,Fife
S08000029,Corpus uteri,Females,2020,55,Fife
S08000029,Corpus uteri,Females,2021,64,Fife
S08000029,Ovary,Females,1997,44,Fife
S08000029,Ovary,Females,1998,35,Fife
S08000029,Ovary,Females,1999,49,Fife
S08000029,Ovary,Females,2000,50,Fife
S08000029,Ovary,Females,2001,28,Fife
S08000029,Ovary,Females,2002,40,Fife
S08000029,Ovary,Females,2003,36,Fife
S08000029,Ovary,Females,2004,32,Fife
S08000029,Ovary,Females,2005,46,Fife
S08000029,Ovary,Females,2006,34,Fife
S08000029,Ovary,Females,2007,54,Fife
S08000029,Ovary,Females,2008,43,Fife
S08000029,Ovary,Females,2009,38,Fife
S08000029,Ovary,Females,2010,42,Fife
S08000029,Ovary,Females,2011,30,Fife
S08000029,Ovary,Females,2012,41,Fife
S08000029,Ovary,Females,2013,34,Fife
S08000029,Ovary,Females,2014,44,Fife
S08000029,Ovary,Females,2015,43,Fife
S08000029,Ovary,Females,2016,33,Fife
S08000029,Ovary,Females,2017,39,Fife
S08000029,Ovary,Females,2018,41,Fife
S08000029,Ovary,Females,2019,35,Fife
S08000029,Ovary,Females,2020,46,Fife
S08000029,Ovary,Females,2021,42,Fife
S08000029,Uterus,Females,1997,58,Fife
S08000029,Uterus,Females,1998,66,Fife
S08000029,Uterus,Females,1999,60,Fife
S08000029,Uterus,Females,2000,61,Fife
S08000029,Uterus,Females,2001,61,Fife
S08000029,Uterus,Females,2002,59,Fife
S08000029,Uterus,Females,2003,61,Fife
S08000029,Uterus,Females,2004,48,Fife
S08000029,Uterus,Females,2005,71,Fife
S08000029,Uterus,Females,2006,59,Fife
S08000029,Uterus,Females,2007,68,Fife
S08000029,Uterus,Females,2008,74,Fife
S08000029,Uterus,Females,2009,60,Fife
S08000029,Uterus,Females,2010,54,Fife
S08000029,Uterus,Females,2011,65,Fife
S08000029,Uterus,Females,2012,69,Fife
S08000029,Uterus,Females,2013,81,Fife
S08000029,Uterus,Females,2014,95,Fife
S08000029,Uterus,Females,2015,81,Fife
S08000029,Uterus,Females,2016,89,Fife
S08000029,Uterus,Females,2017,90,Fife
S08000029,Uterus,Females,2018,101,Fife
S08000029,Uterus,Females,2019,86,Fife
S08000029,Uterus,Females,2020,78,Fife
S08000029,Uterus,Females,2021,89,Fife
S08000029,Vagina,Females,1997,1,Fife
S08000029,Vagina,Females,1998,0,Fife
S08000029,Vagina,Females,1999,0,Fife
S08000029,Vagina,Females,2000,0,Fife
S08000029,Vagina,Females,2001,1,Fife
S08000029,Vagina,Females,2002,1,Fife
S08000029,Vagina,Females,2003,0,Fife
S08000029,Vagina,Females,2004,0,Fife
S08000029,Vagina,Females,2005,2,Fife
S08000029,Vagina,Females,2006,2,Fife
S08000029,Vagina,Females,2007,1,Fife
S08000029,Vagina,Females,2008,2,Fife
S08000029,Vagina,Females,2009,1,Fife
S08000029,Vagina,Females,2010,3,Fife
S08000029,Vagina,Females,2011,4,Fife
S08000029,Vagina,Females,2012,2,Fife
S08000029,Vagina,Females,2013,3,Fife
S08000029,Vagina,Females,2014,1,Fife
S08000029,Vagina,Females,2015,1,Fife
S08000029,Vagina,Females,2016,1,Fife
S08000029,Vagina,Females,2017,3,Fife
S08000029,Vagina,Females,2018,2,Fife
S08000029,Vagina,Females,2019,1,Fife
S08000029,Vagina,Females,2020,2,Fife
S08000029,Vagina,Females,2021,2,Fife
S08000029,Vulva,Females,1997,7,Fife
S08000029,Vulva,Females,1998,2,Fife
S08000029,Vulva,Females,1999,6,Fife
S08000029,Vulva,Females,2000,4,Fife
S08000029,Vulva,Females,2001,10,Fife
S08000029,Vulva,Females,2002,7,Fife
S08000029,Vulva,Females,2003,9,Fife
S08000029,Vulva,Females,2004,3,Fife
S08000029,Vulva,Females,2005,9,Fife
S08000029,Vulva,Females,2006,4,Fife
S08000029,Vulva,Females,2007,6,Fife
S08000029,Vulva,Females,2008,5,Fife
S08000029,Vulva,Females,2009,14,Fife
S08000029,Vulva,Females,2010,6,Fife
S08000029,Vulva,Females,2011,9,Fife
S08000029,Vulva,Females,2012,11,Fife
S08000029,Vulva,Females,2013,8,Fife
S08000029,Vulva,Females,2014,14,Fife
S08000029,Vulva,Females,2015,4,Fife
S08000029,Vulva,Females,2016,9,Fife
S08000029,Vulva,Females,2017,11,Fife
S08000029,Vulva,Females,2018,13,Fife
S08000029,Vulva,Females,2019,11,Fife
S08000029,Vulva,Females,2020,7,Fife
S08000029,Vulva,Females,2021,16,Fife
S08000029,Head and neck,All,1997,51,Fife
S08000029,Head and neck,All,1998,64,Fife
S08000029,Head and neck,All,1999,70,Fife
S08000029,Head and neck,All,2000,58,Fife
S08000029,Head and neck,All,2001,57,Fife
S08000029,Head and neck,All,2002,58,Fife
S08000029,Head and neck,All,2003,57,Fife
S08000029,Head and neck,All,2004,57,Fife
S08000029,Head and neck,All,2005,59,Fife
S08000029,Head and neck,All,2006,92,Fife
S08000029,Head and neck,All,2007,78,Fife
S08000029,Head and neck,All,2008,74,Fife
S08000029,Head and neck,All,2009,79,Fife
S08000029,Head and neck,All,2010,67,Fife
S08000029,Head and neck,All,2011,79,Fife
S08000029,Head and neck,All,2012,98,Fife
S08000029,Head and neck,All,2013,84,Fife
S08000029,Head and neck,All,2014,72,Fife
S08000029,Head and neck,All,2015,71,Fife
S08000029,Head and neck,All,2016,62,Fife
S08000029,Head and neck,All,2017,98,Fife
S08000029,Head and neck,All,2018,95,Fife
S08000029,Head and neck,All,2019,75,Fife
S08000029,Head and neck,All,2020,68,Fife
S08000029,Head and neck,All,2021,89,Fife
S08000029,Head and neck,Male,1997,40,Fife
S08000029,Head and neck,Male,1998,43,Fife
S08000029,Head and neck,Male,1999,51,Fife
S08000029,Head and neck,Male,2000,44,Fife
S08000029,Head and neck,Male,2001,37,Fife
S08000029,Head and neck,Male,2002,35,Fife
S08000029,Head and neck,Male,2003,37,Fife
S08000029,Head and neck,Male,2004,37,Fife
S08000029,Head and neck,Male,2005,40,Fife
S08000029,Head and neck,Male,2006,67,Fife
S08000029,Head and neck,Male,2007,57,Fife
S08000029,Head and neck,Male,2008,53,Fife
S08000029,Head and neck,Male,2009,48,Fife
S08000029,Head and neck,Male,2010,44,Fife
S08000029,Head and neck,Male,2011,56,Fife
S08000029,Head and neck,Male,2012,71,Fife
S08000029,Head and neck,Male,2013,56,Fife
S08000029,Head and neck,Male,2014,47,Fife
S08000029,Head and neck,Male,2015,49,Fife
S08000029,Head and neck,Male,2016,41,Fife
S08000029,Head and neck,Male,2017,61,Fife
S08000029,Head and neck,Male,2018,69,Fife
S08000029,Head and neck,Male,2019,59,Fife
S08000029,Head and neck,Male,2020,43,Fife
S08000029,Head and neck,Male,2021,60,Fife
S08000029,Head and neck,Females,1997,11,Fife
S08000029,Head and neck,Females,1998,21,Fife
S08000029,Head and neck,Females,1999,19,Fife
S08000029,Head and neck,Females,2000,14,Fife
S08000029,Head and neck,Females,2001,20,Fife
S08000029,Head and neck,Females,2002,23,Fife
S08000029,Head and neck,Females,2003,20,Fife
S08000029,Head and neck,Females,2004,20,Fife
S08000029,Head and neck,Females,2005,19,Fife
S08000029,Head and neck,Females,2006,25,Fife
S08000029,Head and neck,Females,2007,21,Fife
S08000029,Head and neck,Females,2008,21,Fife
S08000029,Head and neck,Females,2009,31,Fife
S08000029,Head and neck,Females,2010,23,Fife
S08000029,Head and neck,Females,2011,23,Fife
S08000029,Head and neck,Females,2012,27,Fife
S08000029,Head and neck,Females,2013,28,Fife
S08000029,Head and neck,Females,2014,25,Fife
S08000029,Head and neck,Females,2015,22,Fife
S08000029,Head and neck,Females,2016,21,Fife
S08000029,Head and neck,Females,2017,37,Fife
S08000029,Head and neck,Females,2018,26,Fife
S08000029,Head and neck,Females,2019,16,Fife
S08000029,Head and neck,Females,2020,25,Fife
S08000029,Head and neck,Females,2021,29,Fife
S08000029,Larynx,All,1997,20,Fife
S08000029,Larynx,All,1998,24,Fife
S08000029,Larynx,All,1999,25,Fife
S08000029,Larynx,All,2000,27,Fife
S08000029,Larynx,All,2001,19,Fife
S08000029,Larynx,All,2002,15,Fife
S08000029,Larynx,All,2003,18,Fife
S08000029,Larynx,All,2004,17,Fife
S08000029,Larynx,All,2005,14,Fife
S08000029,Larynx,All,2006,30,Fife
S08000029,Larynx,All,2007,22,Fife
S08000029,Larynx,All,2008,27,Fife
S08000029,Larynx,All,2009,15,Fife
S08000029,Larynx,All,2010,14,Fife
S08000029,Larynx,All,2011,15,Fife
S08000029,Larynx,All,2012,20,Fife
S08000029,Larynx,All,2013,21,Fife
S08000029,Larynx,All,2014,15,Fife
S08000029,Larynx,All,2015,16,Fife
S08000029,Larynx,All,2016,12,Fife
S08000029,Larynx,All,2017,17,Fife
S08000029,Larynx,All,2018,18,Fife
S08000029,Larynx,All,2019,17,Fife
S08000029,Larynx,All,2020,11,Fife
S08000029,Larynx,All,2021,18,Fife
S08000029,Larynx,Male,1997,17,Fife
S08000029,Larynx,Male,1998,20,Fife
S08000029,Larynx,Male,1999,22,Fife
S08000029,Larynx,Male,2000,23,Fife
S08000029,Larynx,Male,2001,15,Fife
S08000029,Larynx,Male,2002,12,Fife
S08000029,Larynx,Male,2003,13,Fife
S08000029,Larynx,Male,2004,13,Fife
S08000029,Larynx,Male,2005,10,Fife
S08000029,Larynx,Male,2006,23,Fife
S08000029,Larynx,Male,2007,18,Fife
S08000029,Larynx,Male,2008,19,Fife
S08000029,Larynx,Male,2009,14,Fife
S08000029,Larynx,Male,2010,13,Fife
S08000029,Larynx,Male,2011,12,Fife
S08000029,Larynx,Male,2012,16,Fife
S08000029,Larynx,Male,2013,16,Fife
S08000029,Larynx,Male,2014,12,Fife
S08000029,Larynx,Male,2015,13,Fife
S08000029,Larynx,Male,2016,11,Fife
S08000029,Larynx,Male,2017,9,Fife
S08000029,Larynx,Male,2018,16,Fife
S08000029,Larynx,Male,2019,16,Fife
S08000029,Larynx,Male,2020,8,Fife
S08000029,Larynx,Male,2021,16,Fife
S08000029,Larynx,Females,1997,3,Fife
S08000029,Larynx,Females,1998,4,Fife
S08000029,Larynx,Females,1999,3,Fife
S08000029,Larynx,Females,2000,4,Fife
S08000029,Larynx,Females,2001,4,Fife
S08000029,Larynx,Females,2002,3,Fife
S08000029,Larynx,Females,2003,5,Fife
S08000029,Larynx,Females,2004,4,Fife
S08000029,Larynx,Females,2005,4,Fife
S08000029,Larynx,Females,2006,7,Fife
S08000029,Larynx,Females,2007,4,Fife
S08000029,Larynx,Females,2008,8,Fife
S08000029,Larynx,Females,2009,1,Fife
S08000029,Larynx,Females,2010,1,Fife
S08000029,Larynx,Females,2011,3,Fife
S08000029,Larynx,Females,2012,4,Fife
S08000029,Larynx,Females,2013,5,Fife
S08000029,Larynx,Females,2014,3,Fife
S08000029,Larynx,Females,2015,3,Fife
S08000029,Larynx,Females,2016,1,Fife
S08000029,Larynx,Females,2017,8,Fife
S08000029,Larynx,Females,2018,2,Fife
S08000029,Larynx,Females,2019,1,Fife
S08000029,Larynx,Females,2020,3,Fife
S08000029,Larynx,Females,2021,2,Fife
S08000029,"Lip, oral cavity and pharynx",All,1997,27,Fife
S08000029,"Lip, oral cavity and pharynx",All,1998,39,Fife
S08000029,"Lip, oral cavity and pharynx",All,1999,41,Fife
S08000029,"Lip, oral cavity and pharynx",All,2000,30,Fife
S08000029,"Lip, oral cavity and pharynx",All,2001,34,Fife
S08000029,"Lip, oral cavity and pharynx",All,2002,39,Fife
S08000029,"Lip, oral cavity and pharynx",All,2003,37,Fife
S08000029,"Lip, oral cavity and pharynx",All,2004,39,Fife
S08000029,"Lip, oral cavity and pharynx",All,2005,42,Fife
S08000029,"Lip, oral cavity and pharynx",All,2006,55,Fife
S08000029,"Lip, oral cavity and pharynx",All,2007,51,Fife
